text,label
used feel guilty large portion time income devoted various craft hobby eventually realised stress busting cheaper therapy,0
admit past ive done lot time scoffing feeling superior christian,1
love kim kardashion make tutorial always feel glamorous make,1
feel glad justice served west said,1
feel relieved finally move without single tear shed,1
want say thing want say without feeling embarrassed making people upset,0
feel like im back element pleased surrounded adorable tiny garment,1
already feeling exhausted matter survival point onwards,0
feel pain came school still aching,0
feel like tranny lot time title blake lively feel like tranny href http www,1
great feeling fear trepidation child abused know statistic,0
im feeling invigorated ready whats ahead excited share information,1
feel threatened idea caring care far often,4
didnt feel anything special,1
feeling little dissatisfied picture last couple month,3
feel like perfect person trust dont want perfect,1
feel humiliated want face world,0
didnt expect feel disheartened departure really really,0
adjust feel strange,5
remember feeling excited particular day considered grown woop,1
feel entirely free express way feel surroundings life myriad experience continue make,1
could prepare bunch dish made safety control home least feel safe ive prepared,1
capable late ive feeling pretty bitter depressed lot gratitude general,3
feeling strong ready,1
really feel like wading dangerous water think dialog really important,3
feel truthful usual day,1
mean every time negative thought feeling reaction going consciously replace positive one,1
im feeling festive tonight,1
also feel helped become intelligent individual,1
watch silently feeling dazed memory loss,5
feel regretful bad called,0
feel blessed mom,1
feel really teaching student get lovely finished piece,2
get feeling shes amused,1
feel listless deflated,0
secretary called fran landed dublin whim much surprise found permanent job chance feel homesick head back holyhead,0
sit author letter feel little surprised entire year already passed u,5
always plant big section lettuce leave open pesky bunny feel rebellious raiding garden,3
nagging feeling fucked everything first try,3
feel watching romantic movie,2
feel complacent experience program even sometimes find concept done big drag still room scrutiny,1
feel still angry,3
feel cold day,3
look around people around feel almost slightly envious way motivating sitting studying hard,3
help feel little hesitant towards lily,4
ill feel less burdened confused sigh,0
would smiled except starting feel like uptight comment jaw would fall right head,4
stopped feeling clever felt memory done,1
ive frustrated dont walk around floating air seeing good every sidewalk pothole trip beating feeling unsure scared,4
feel one everything meet even return body beloved father indeed beginning realize meaning unearthly love sought long,2
like feel working puzzle help improve fine motor skill teach follow set instruction order make something,1
feeling manipulkated wronged son though lucy charlie brown,3
feeling oh low,0
love liz earle moisturizer really leave skin feeling lovely think purchase lighter version next time,2
start feel benefit extremely boring,0
recall feeling time coolum whilst laying bed day funny calling speaking everyday,5
feel listless,0
havent felt much like talking nothing bad feeling sociable way,1
im feeling outgoing mood put game face smooch,1
feel empty dont something care,0
still feel like kid eager blow candle open gift good stuff,1
love look black feel like would smart choice im kind drawn rich blue grayish blue,1
feeling pretty crappy,0
feel like important vote local stuff,1
randomly talking found feeling cd listened quite eager watch show,1
ive feeling little bit anxious late far relation lack thereof ward investigator go im excited able ponder temple see come plan lord help,4
feel virtuous second reflect spend something went swimming pool working towards personal fitness yes,1
cant tell word much feel honored photo made gallery,1
im sure feeling slightly wronged police sheriff tsa always bad thing,3
feeling carefree wanted go fun,1
think feel gratitude think kind gracious heavenly father,1
